Date,Sales
2019-07-19,85782
2019-07-20,54638
2019-07-21,87406
2019-07-22,75393
2019-07-23,81112
2019-07-24,75498
2019-07-25,91385
2019-07-26,71373
2019-07-27,52897
2019-07-28,80970
2019-07-29,61675
2019-07-30,65700
2019-07-31,75524
2019-08-01,98164
2019-08-02,86950
2019-08-03,80283
2019-08-04,69096
2019-08-05,50360
2019-08-06,74330
2019-08-07,96302
2019-08-08,86593
2019-08-09,70269
2019-08-10,77873
2019-08-11,83933
2019-08-12,68513
2019-08-13,58361
2019-08-14,69704
2019-08-15,56076
2019-08-16,70297
2019-08-17,74182
2019-08-18,94457
2019-08-19,90058
2019-08-20,78597
2019-08-21,85727
2019-08-22,76006
2019-08-23,53333
2019-08-24,84017
2019-08-25,72070
2019-08-26,56345
2019-08-27,98467
2019-08-28,94915
2019-08-29,70964
2019-08-30,98426
2019-08-31,90094
2019-09-01,67923
2019-09-02,94294
2019-09-03,60915
2019-09-04,64343
2019-09-05,96410
2019-09-06,72955
2019-09-07,65518
2019-09-08,99228
2019-09-09,55592
2019-09-10,62011
2019-09-11,57114
2019-09-12,66623
2019-09-13,95352
2019-09-14,62218
2019-09-15,50489
2019-09-16,81576
2019-09-17,70985
2019-09-18,93640
2019-09-19,53883
2019-09-20,51165
2019-09-21,68541
2019-09-22,90325
2019-09-23,69104
2019-09-24,72449
2019-09-25,60472
2019-09-26,58206
2019-09-27,70008
2019-09-28,75734
2019-09-29,74785
2019-09-30,60217
2019-10-01,73356
2019-10-02,98342
2019-10-03,82908
2019-10-04,72252
2019-10-05,77006
2019-10-06,98575
2019-10-07,91030
2019-10-08,70840
2019-10-09,88203
2019-10-10,75808
2019-10-11,89689
2019-10-12,60901
2019-10-13,97262
2019-10-14,51132
2019-10-15,62848
2019-10-16,85273
2019-10-17,81906
2019-10-18,72388
2019-10-19,82256
2019-10-20,92223
2019-10-21,78876
2019-10-22,66317
2019-10-23,86417
2019-10-24,81870
2019-10-25,59216
2019-10-26,68639
2019-10-27,67370
2019-10-28,79701
2019-10-29,60777
2019-10-30,98559
2019-10-31,90963
2019-11-01,55637
2019-11-02,87541
2019-11-03,73930
2019-11-04,89321
2019-11-05,53112
2019-11-06,78621
2019-11-07,50453
2019-11-08,85535
2019-11-09,89634
2019-11-10,76217
2019-11-11,73985
2019-11-12,62206
2019-11-13,86886
2019-11-14,61229
2019-11-15,50339
2019-11-16,69620
2019-11-17,58650
2019-11-18,74328
2019-11-19,88069
2019-11-20,60740
2019-11-21,69661
2019-11-22,55787
2019-11-23,51474
2019-11-24,97934
2019-11-25,86546
2019-11-26,94464
2019-11-27,64014
2019-11-28,96668
2019-11-29,69546
2019-11-30,68540
2019-12-01,89131
2019-12-02,78334
2019-12-03,92286
2019-12-04,92752
2019-12-05,51849
2019-12-06,75921
2019-12-07,61658
2019-12-08,68140
2019-12-09,94644
2019-12-10,78196
2019-12-11,53050
2019-12-12,53748
2019-12-13,69669
2019-12-14,68981
2019-12-15,92130
2019-12-16,85238
2019-12-17,73694
2019-12-18,73560
2019-12-19,56892
2019-12-20,51791
2019-12-21,83782
2019-12-22,86948
2019-12-23,53159
2019-12-24,80132
2019-12-25,81379
2019-12-26,98751
2019-12-27,55518
2019-12-28,56546
2019-12-29,63604
2019-12-30,87726
2019-12-31,80723
2020-01-01,79772
2020-01-02,95429
2020-01-03,67096
2020-01-04,77451
2020-01-05,98490
2020-01-06,79149
2020-01-07,57827
2020-01-08,80709
2020-01-09,53874
2020-01-10,62674
2020-01-11,81701
2020-01-12,52896
2020-01-13,93441
2020-01-14,75569
2020-01-15,67588
2020-01-16,88502
2020-01-17,51626
2020-01-18,55954
2020-01-19,74473
2020-01-20,71599
2020-01-21,80471
2020-01-22,75989
2020-01-23,72474
2020-01-24,94690
2020-01-25,77918
2020-01-26,75822
2020-01-27,58986
2020-01-28,91435
2020-01-29,59428
2020-01-30,55551
2020-01-31,81804
2020-02-01,83690
2020-02-02,94625
2020-02-03,96642
2020-02-04,85545
2020-02-05,75080
2020-02-06,68772
2020-02-07,78961
2020-02-08,67011
2020-02-09,86381
2020-02-10,90047
2020-02-11,93144
2020-02-12,59748
2020-02-13,58093
2020-02-14,61115
2020-02-15,79523
2020-02-16,52703
2020-02-17,77793
2020-02-18,80209
2020-02-19,65903
2020-02-20,65473
2020-02-21,63913
2020-02-22,72036
2020-02-23,99574
2020-02-24,75182
2020-02-25,55507
2020-02-26,53675
2020-02-27,50381
2020-02-28,70707
2020-02-29,91143
2020-03-01,74350
2020-03-02,86780
2020-03-03,60519
2020-03-04,86545
2020-03-05,94073
2020-03-06,99333
2020-03-07,88365
2020-03-08,82403
2020-03-09,54267
2020-03-10,75786
2020-03-11,89193
2020-03-12,84205
2020-03-13,77779
2020-03-14,70607
2020-03-15,53381
2020-03-16,74346
2020-03-17,76274
2020-03-18,50494
2020-03-19,98165
2020-03-20,77721
2020-03-21,62853
2020-03-22,78316
2020-03-23,79467
2020-03-24,59107
2020-03-25,91766
2020-03-26,97479
2020-03-27,52471
2020-03-28,64455
2020-03-29,83985
2020-03-30,72488
2020-03-31,85875
2020-04-01,53434
2020-04-02,82493
2020-04-03,64638
2020-04-04,57532
2020-04-05,58698
2020-04-06,87423
2020-04-07,96167
2020-04-08,77310
2020-04-09,97810
2020-04-10,77861
2020-04-11,62416
2020-04-12,79370
2020-04-13,81464
2020-04-14,95967
2020-04-15,81314
2020-04-16,70214
2020-04-17,63039
2020-04-18,93548
2020-04-19,89878
2020-04-20,89115
2020-04-21,91133
2020-04-22,70696
2020-04-23,59839
2020-04-24,82068
2020-04-25,75385
2020-04-26,99766
2020-04-27,69282
2020-04-28,63937
2020-04-29,85143
2020-04-30,76184
2020-05-01,75993
2020-05-02,71265
2020-05-03,80723
2020-05-04,66566
2020-05-05,99191
2020-05-06,74648
2020-05-07,53841
2020-05-08,72358
2020-05-09,75179
2020-05-10,79950
2020-05-11,83048
2020-05-12,98223
2020-05-13,71186
2020-05-14,55227
2020-05-15,84397
2020-05-16,61761
2020-05-17,89138
2020-05-18,55715
2020-05-19,98357
2020-05-20,71852
2020-05-21,65138
2020-05-22,83890
2020-05-23,99263
2020-05-24,50659
2020-05-25,85506
2020-05-26,53277
2020-05-27,54484
2020-05-28,56128
2020-05-29,85843
2020-05-30,73333
2020-05-31,63417
2020-06-01,60255
2020-06-02,55504
2020-06-03,75845
2020-06-04,94340
2020-06-05,62872
2020-06-06,75235
2020-06-07,55248
2020-06-08,63242
2020-06-09,50256
2020-06-10,67314
2020-06-11,61532
2020-06-12,71138
2020-06-13,96502
2020-06-14,76654
2020-06-15,53425
2020-06-16,83015
2020-06-17,74112
2020-06-18,90287
2020-06-19,98528
2020-06-20,96496
2020-06-21,92353
2020-06-22,81584
2020-06-23,63264
2020-06-24,74625
2020-06-25,96427
2020-06-26,83082
2020-06-27,72548
2020-06-28,65692
2020-06-29,51358
2020-06-30,50413
2020-07-01,81057
2020-07-02,89433
2020-07-03,58042
2020-07-04,66362
2020-07-05,94756
2020-07-06,90146
2020-07-07,66437
2020-07-08,69619
2020-07-09,89236
2020-07-10,95937
2020-07-11,95582
2020-07-12,97836
2020-07-13,66149
2020-07-14,71940
2020-07-15,98476
2020-07-16,62847
2020-07-17,56877
2020-07-18,96666
2020-07-19,81724
2020-07-20,78374
2020-07-21,75008
2020-07-22,92684
2020-07-23,56183
2020-07-24,71095
2020-07-25,66858
2020-07-26,66511
2020-07-27,92460
2020-07-28,92758
2020-07-29,51371
2020-07-30,58839
2020-07-31,59145
2020-08-01,79125
2020-08-02,56305
2020-08-03,71574
2020-08-04,72717
2020-08-05,63866
2020-08-06,82566
2020-08-07,52799
2020-08-08,55661
2020-08-09,85788
2020-08-10,80414
2020-08-11,98227
2020-08-12,82933
2020-08-13,61096
2020-08-14,68738
2020-08-15,76556
2020-08-16,80586
2020-08-17,51938
2020-08-18,63122
2020-08-19,57571
2020-08-20,55113
2020-08-21,51517
2020-08-22,94114
2020-08-23,69360
2020-08-24,97485
2020-08-25,87350
2020-08-26,66435
2020-08-27,75496
2020-08-28,70058
2020-08-29,55216
2020-08-30,86397
2020-08-31,57492
2020-09-01,81785
2020-09-02,71469
2020-09-03,98372
2020-09-04,60816
2020-09-05,70648
2020-09-06,51336
2020-09-07,81127
2020-09-08,83424
2020-09-09,76924
2020-09-10,89680
2020-09-11,85212
2020-09-12,83579
2020-09-13,63092
2020-09-14,51347
2020-09-15,83637
2020-09-16,73542
2020-09-17,70642
2020-09-18,56211
2020-09-19,75575
2020-09-20,96666
2020-09-21,78281
2020-09-22,80279
2020-09-23,50323
2020-09-24,95059
2020-09-25,87475
2020-09-26,73324
2020-09-27,99615
2020-09-28,78322
2020-09-29,71689
2020-09-30,74909
2020-10-01,97189
2020-10-02,55991
2020-10-03,87231
2020-10-04,80709
2020-10-05,91585
2020-10-06,96324
2020-10-07,53319
2020-10-08,77115
2020-10-09,82398
2020-10-10,55240
2020-10-11,54686
2020-10-12,51527
2020-10-13,80444
2020-10-14,59840
2020-10-15,82294
2020-10-16,71468
2020-10-17,83402
2020-10-18,50970
2020-10-19,54328
2020-10-20,63064
2020-10-21,75404
2020-10-22,52503
2020-10-23,53849
2020-10-24,88672
2020-10-25,84975
2020-10-26,82942
2020-10-27,56832
2020-10-28,85279
2020-10-29,65940
2020-10-30,83757
2020-10-31,90924
2020-11-01,96609
2020-11-02,67029
2020-11-03,63845
2020-11-04,80212
2020-11-05,78807
2020-11-06,86458
2020-11-07,58116
2020-11-08,72184
2020-11-09,55049
2020-11-10,80395
2020-11-11,60691
2020-11-12,80229
2020-11-13,52388
2020-11-14,50011
2020-11-15,67620
2020-11-16,73048
2020-11-17,89143
2020-11-18,89008
2020-11-19,74722
2020-11-20,70230
2020-11-21,59799
2020-11-22,81002
2020-11-23,99370
2020-11-24,78884
2020-11-25,89596
2020-11-26,71489
2020-11-27,77132
2020-11-28,76320
2020-11-29,82768
2020-11-30,92632
2020-12-01,90123
2020-12-02,52265
2020-12-03,71529
2020-12-04,79974
2020-12-05,75535
2020-12-06,68352
2020-12-07,93070
2020-12-08,61763
2020-12-09,52404
2020-12-10,73913
2020-12-11,65166
2020-12-12,73137
2020-12-13,52916
2020-12-14,88657
2020-12-15,61802
2020-12-16,79889
2020-12-17,84939
2020-12-18,83142
2020-12-19,52476
2020-12-20,64811
2020-12-21,59167
2020-12-22,76185
2020-12-23,51136
2020-12-24,79547
2020-12-25,61166
2020-12-26,96967
2020-12-27,76764
2020-12-28,65268
2020-12-29,86261
2020-12-30,65268
2020-12-31,61724
2021-01-01,87691
2021-01-02,83488
2021-01-03,61058
2021-01-04,91810
2021-01-05,92640
2021-01-06,51358
2021-01-07,55415
2021-01-08,87613
2021-01-09,73815
2021-01-10,57094
2021-01-11,73586
2021-01-12,80794
2021-01-13,91083
2021-01-14,73540
2021-01-15,85502
2021-01-16,72968
2021-01-17,91189
2021-01-18,52920
2021-01-19,93900
2021-01-20,76100
2021-01-21,98256
2021-01-22,74409
2021-01-23,57625
2021-01-24,76688
2021-01-25,78211
2021-01-26,97861
2021-01-27,67207
2021-01-28,98078
2021-01-29,84941
2021-01-30,69429
2021-01-31,81652
2021-02-01,64322
2021-02-02,92498
2021-02-03,69181
2021-02-04,52785
2021-02-05,84724
2021-02-06,51837
2021-02-07,59282
2021-02-08,76391
2021-02-09,89664
2021-02-10,76404
2021-02-11,55997
2021-02-12,56903
2021-02-13,58817
2021-02-14,74022
2021-02-15,79360
2021-02-16,59740
2021-02-17,85069
2021-02-18,96151
2021-02-19,87869
2021-02-20,97858
2021-02-21,57726
2021-02-22,57104
2021-02-23,98387
2021-02-24,79188
2021-02-25,50454
2021-02-26,75685
2021-02-27,59148
2021-02-28,81347
2021-03-01,67623
2021-03-02,57869
2021-03-03,82879
2021-03-04,63336
2021-03-05,80310
2021-03-06,65814
2021-03-07,70660
2021-03-08,60660
2021-03-09,86266
2021-03-10,79377
2021-03-11,83982
2021-03-12,58892
2021-03-13,58648
2021-03-14,62161
2021-03-15,70650
2021-03-16,73957
2021-03-17,64244
2021-03-18,67624
2021-03-19,77326
2021-03-20,88142
2021-03-21,54419
2021-03-22,73232
2021-03-23,70401
2021-03-24,86835
2021-03-25,54864
2021-03-26,87762
2021-03-27,86326
2021-03-28,82783
2021-03-29,89243
2021-03-30,71067
2021-03-31,74097
2021-04-01,71679
2021-04-02,71933
2021-04-03,61084
2021-04-04,92540
2021-04-05,97784
2021-04-06,93209
2021-04-07,56893
2021-04-08,53620
2021-04-09,54766
2021-04-10,50726
2021-04-11,68976
2021-04-12,63110
2021-04-13,51803
2021-04-14,64153
2021-04-15,91221
2021-04-16,77051
2021-04-17,84116
2021-04-18,84748
2021-04-19,88864
2021-04-20,52329
2021-04-21,88544
2021-04-22,52928
2021-04-23,99145
2021-04-24,57261
2021-04-25,76478
2021-04-26,68536
2021-04-27,53904
2021-04-28,90849
2021-04-29,84287
2021-04-30,60589
2021-05-01,76554
2021-05-02,56602
2021-05-03,94537
2021-05-04,72158
2021-05-05,94365
2021-05-06,67739
2021-05-07,71509
2021-05-08,78763
2021-05-09,98386
2021-05-10,93706
2021-05-11,74311
2021-05-12,75893
2021-05-13,74887
2021-05-14,90833
2021-05-15,85184
2021-05-16,50578
2021-05-17,85820
2021-05-18,94705
2021-05-19,98256
2021-05-20,89618
2021-05-21,59625
2021-05-22,57665
2021-05-23,53561
2021-05-24,67802
2021-05-25,88897
2021-05-26,61948
2021-05-27,77474
2021-05-28,57078
2021-05-29,99969
2021-05-30,80640
2021-05-31,97923
2021-06-01,89165
2021-06-02,89935
2021-06-03,93571
2021-06-04,74668
2021-06-05,79482
2021-06-06,93226
2021-06-07,78553
2021-06-08,74319
2021-06-09,88153
2021-06-10,75173
2021-06-11,54485
2021-06-12,71938
2021-06-13,54224
2021-06-14,84863
2021-06-15,61299
2021-06-16,50251
2021-06-17,94029
2021-06-18,70280
2021-06-19,51133
2021-06-20,97989
2021-06-21,92512
2021-06-22,89528
2021-06-23,95331
2021-06-24,87068
2021-06-25,86943
2021-06-26,67437
2021-06-27,73335
2021-06-28,65459
2021-06-29,82984
2021-06-30,87701
2021-07-01,67115
2021-07-02,61047
2021-07-03,68518
2021-07-04,57964
2021-07-05,62227
2021-07-06,63652
2021-07-07,70269
2021-07-08,54716
2021-07-09,57603
2021-07-10,65892
2021-07-11,83403
2021-07-12,50835
2021-07-13,73034
2021-07-14,97338
2021-07-15,64139
2021-07-16,88186
2021-07-17,63886
2021-07-18,59187
2021-07-19,64145
2021-07-20,92399
2021-07-21,67327
2021-07-22,76389
2021-07-23,87102
2021-07-24,52048
2021-07-25,89845
2021-07-26,61257
2021-07-27,90371
2021-07-28,55905
2021-07-29,67023
2021-07-30,70741
2021-07-31,89177
2021-08-01,86428
2021-08-02,99830
2021-08-03,95200
2021-08-04,84084
2021-08-05,76578
2021-08-06,56434
2021-08-07,83565
2021-08-08,93611
2021-08-09,91027
2021-08-10,90736
2021-08-11,68300
2021-08-12,99455
2021-08-13,52219
2021-08-14,83927
2021-08-15,81286
2021-08-16,58158
2021-08-17,62860
2021-08-18,91914
2021-08-19,94941
2021-08-20,53214
2021-08-21,69674
2021-08-22,81640
2021-08-23,64992
2021-08-24,76409
2021-08-25,96666
2021-08-26,52412
2021-08-27,75835
2021-08-28,74140
2021-08-29,75509
2021-08-30,79345
2021-08-31,77929
2021-09-01,62569
2021-09-02,79047
2021-09-03,90329
2021-09-04,63315
2021-09-05,72479
2021-09-06,91614
2021-09-07,93451
2021-09-08,90508
2021-09-09,65668
2021-09-10,69445
2021-09-11,51334
2021-09-12,82331
2021-09-13,62561
2021-09-14,78671
2021-09-15,52869
2021-09-16,83415
2021-09-17,95311
2021-09-18,75323
2021-09-19,83162
2021-09-20,65094
2021-09-21,55340
2021-09-22,62244
2021-09-23,83088
2021-09-24,70648
2021-09-25,70857
2021-09-26,95152
2021-09-27,61695
2021-09-28,81716
2021-09-29,60685
2021-09-30,90825
2021-10-01,77344
2021-10-02,74194
2021-10-03,60687
2021-10-04,94919
2021-10-05,86281
2021-10-06,65177
2021-10-07,79954
2021-10-08,94613
2021-10-09,88970
2021-10-10,75739
2021-10-11,72453
2021-10-12,83163
2021-10-13,92230
2021-10-14,98331
2021-10-15,52233
2021-10-16,94063
2021-10-17,92248
2021-10-18,62022
2021-10-19,68873
2021-10-20,66376
2021-10-21,84032
2021-10-22,96373
2021-10-23,90174
2021-10-24,53849
2021-10-25,86423
2021-10-26,90941
2021-10-27,67654
2021-10-28,60408
2021-10-29,66999
2021-10-30,59250
2021-10-31,77997
2021-11-01,54556
2021-11-02,63672
2021-11-03,90357
2021-11-04,79439
2021-11-05,59268
2021-11-06,96087
2021-11-07,91859
2021-11-08,71636
2021-11-09,88660
2021-11-10,53094
2021-11-11,72124
2021-11-12,97825
2021-11-13,88341
2021-11-14,55055
2021-11-15,69930
2021-11-16,93433
2021-11-17,67949
2021-11-18,81960
2021-11-19,63097
2021-11-20,81295
2021-11-21,66721
2021-11-22,84890
2021-11-23,72366
2021-11-24,52155
2021-11-25,76510
2021-11-26,61460
2021-11-27,76908
2021-11-28,74601
2021-11-29,79867
2021-11-30,74219
2021-12-01,62912
2021-12-02,90004
2021-12-03,62828
2021-12-04,84142
2021-12-05,93112
2021-12-06,52534
2021-12-07,97477
2021-12-08,77902
2021-12-09,52719
2021-12-10,57486
2021-12-11,66664
2021-12-12,90090
2021-12-13,98929
2021-12-14,83607
2021-12-15,69444
2021-12-16,81447
2021-12-17,75754
2021-12-18,96397
2021-12-19,66821
2021-12-20,51958
2021-12-21,77928
2021-12-22,78273
2021-12-23,57208
2021-12-24,68512
2021-12-25,81319
2021-12-26,71073
2021-12-27,93450
2021-12-28,55033
2021-12-29,60264
2021-12-30,61262
